,Location,loc,point,lat,lon,altitude
2288,"PURWAKARTA,JAWA BARAT","Purwakarta, Jawa Barat, 41113, Indonesia","(-6.5607313, 107.4439799, 0.0)",-6.5607313,107.4439799,0.0
2289,"TUBAN,JAWA TIMUR","Tuban, Jawa Timur, Indonesia","(-6.959638549999999, 111.89322471121565, 0.0)",-6.959638549999999,111.89322471121565,0.0
2290,"BUNGO,JAMBI","Pasar Muara Bungo, Jambi, 37211, Indonesia","(-1.4812056, 102.118223, 0.0)",-1.4812056,102.118223,0.0
2291,"LAMONGAN,JAWA TIMUR","Lamongan, Jawa Timur, Indonesia","(-7.1229318500000005, 112.32819354965417, 0.0)",-7.1229318500000005,112.32819354965417,0.0
2292,"BREBES,JAWA TENGAH","Brebes, Jawa Tengah, Indonesia","(-7.05207115, 108.88813597074842, 0.0)",-7.05207115,108.88813597074842,0.0
2293,"CIAMIS,JAWA BARAT","Ciamis, Jawa Barat, 46211, Indonesia","(-7.3266611, 108.3530952, 0.0)",-7.3266611,108.3530952,0.0
2294,"BLORA,JAWA TENGAH","Blora, Jawa Tengah, 58211 - 58219, Indonesia","(-7.11054465, 111.42035148693856, 0.0)",-7.11054465,111.42035148693856,0.0
2295,"BALANGAN,KALIMANTAN SELATAN","Balangan, Kalimantan Selatan, Indonesia","(-2.28789725, 115.62054766845205, 0.0)",-2.28789725,115.62054766845205,0.0
2296,"KUNINGAN,JAWA BARAT","Kuningan, Jawa Barat, 45511, Indonesia","(-6.9839549, 108.4726303, 0.0)",-6.9839549,108.4726303,0.0
2297,"KUNINGAN,JAWA BARAT","Kuningan, Jawa Barat, 45511, Indonesia","(-6.9839549, 108.4726303, 0.0)",-6.9839549,108.4726303,0.0
2298,"GRESIK,JAWA TIMUR","Gresik, Jawa Timur, Indonesia","(-5.79334655, 112.6598223201143, 0.0)",-5.79334655,112.6598223201143,0.0
2299,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
2300,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2301,"SUMBAWA BARAT,NUSA TENGGARA BARAT","Sumbawa Barat, Nusa Tenggara Barat, 84356, Indonesia","(-8.658515, 116.9161845, 0.0)",-8.658515,116.9161845,0.0
2302,"SUMBAWA BARAT,NUSA TENGGARA BARAT","Sumbawa Barat, Nusa Tenggara Barat, 84356, Indonesia","(-8.658515, 116.9161845, 0.0)",-8.658515,116.9161845,0.0
2303,"KUDUS,JAWA TENGAH","Kudus, Jawa Tengah, Indonesia","(-6.8170915, 110.838189, 0.0)",-6.8170915,110.838189,0.0
2304,"MOJOKERTO,JAWA TIMUR","Mojokerto, Jawa Timur, Indonesia","(-7.54133775, 112.50949745736571, 0.0)",-7.54133775,112.50949745736571,0.0
2305,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
2306,"PASER,KALIMANTAN TIMUR","Tana Paser, Kalimantan Timur, 76251, Indonesia","(-1.8975521, 116.1972106, 0.0)",-1.8975521,116.1972106,0.0
2307,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
2308,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
2309,"BOJONEGORO,JAWA TIMUR","SMP Negeri 1 Dander, Bojonegoro, Jawa Timur, KM 15, Jalan Sumberarum, Sumberarum, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2657534, 111.8665345, 0.0)",-7.2657534,111.8665345,0.0
2310,"KOTA MATARAM,NUSA TENGGARA BARAT","Mataram, Kec. Selaparang, Nusa Tenggara Barat, 83133, Indonesia","(-8.5837726, 116.10685, 0.0)",-8.5837726,116.10685,0.0
2311,"LUWU UTARA,SULAWESI SELATAN","Luwu Utara, Sulawesi Selatan, Indonesia","(-2.5951257, 120.2562544, 0.0)",-2.5951257,120.2562544,0.0
2312,"MOJOKERTO,JAWA TIMUR","Mojokerto, Jawa Timur, Indonesia","(-7.54133775, 112.50949745736571, 0.0)",-7.54133775,112.50949745736571,0.0
2313,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
2314,"SUKABUMI,JAWA BARAT","Sukabumi, Jawa Barat, 43111, Indonesia","(-6.9199289, 106.9265095, 0.0)",-6.9199289,106.9265095,0.0
2315,"SITUBONDO,JAWA TIMUR","Situbondo, Jawa Timur, Indonesia","(-7.7067843, 114.0054142, 0.0)",-7.7067843,114.0054142,0.0
2316,"KUNINGAN,JAWA BARAT","Kuningan, Jawa Barat, 45511, Indonesia","(-6.9839549, 108.4726303, 0.0)",-6.9839549,108.4726303,0.0
2317,"BANGKALAN,JAWA TIMUR","Bangkalan, Jawa Timur, Indonesia","(-7.04637245, 112.89625027008556, 0.0)",-7.04637245,112.89625027008556,0.0
2318,"JEMBER,JAWA TIMUR","Jember, Jawa Timur, Indonesia","(-8.1688563, 113.7021772, 0.0)",-8.1688563,113.7021772,0.0
2319,"MUARO JAMBI,JAMBI","Muaro Jambi, Jalan Candi Muaro Jambi, Desa Muaro Jambi, Taman Rajo, Jambi, Indonesia","(-1.4781958, 103.6669021, 0.0)",-1.4781958,103.6669021,0.0
2320,"SIGI,SULAWESI TENGAH","Sigi, Sulawesi Tengah, Indonesia","(-1.3211588, 119.9987265, 0.0)",-1.3211588,119.9987265,0.0
2321,"BLORA,JAWA TENGAH","Blora, Jawa Tengah, 58211 - 58219, Indonesia","(-7.11054465, 111.42035148693856, 0.0)",-7.11054465,111.42035148693856,0.0
2322,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2323,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.0679790000000002,97.4687714679478,0.0
2324,"MANDAILING NATAL,SUMATERA UTARA","Mandailing Natal, Sumatera Utara, 22919, Indonesia","(0.7450915, 99.2187861559504, 0.0)",0.7450915,99.2187861559504,0.0
2325,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
2326,"SOLOK SELATAN,SUMATERA BARAT","Solok Selatan, Padang Aro, Sangir, Sumatera Barat, 27778, Indonesia","(-1.5573292, 101.239478, 0.0)",-1.5573292,101.239478,0.0
2327,"JOMBANG,JAWA TIMUR","Jombang, Jawa Timur, 61417, Indonesia","(-7.5384528, 112.2379884, 0.0)",-7.5384528,112.2379884,0.0
2328,"ROKAN HULU,RIAU","Rokan Hulu, Riau, Indonesia","(0.8919457, 100.46651555651417, 0.0)",0.8919457,100.46651555651417,0.0
2329,"AGAM,SUMATERA BARAT","Agam, Sumatera Barat, Indonesia","(-0.26590519999999995, 100.17423060823587, 0.0)",-0.26590519999999995,100.17423060823587,0.0
2330,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2331,"PATI,JAWA TENGAH","Pati, Jawa Tengah, Indonesia","(-6.707092449999999, 111.08700759039746, 0.0)",-6.707092449999999,111.08700759039746,0.0
2332,"PANGANDARAN,JAWA BARAT","Pangandaran, Jalan Tol, Pangandaran, Pananjung, Jawa Barat, 46396, Indonesia","(-7.6872621, 108.6531455, 0.0)",-7.6872621,108.6531455,0.0
2333,"MOROWALI UTARA,SULAWESI TENGAH","Morowali Utara, Sulawesi Tengah, 94971, Indonesia","(-1.8418842, 121.07716959122936, 0.0)",-1.8418842,121.07716959122936,0.0
2334,"PASER,KALIMANTAN TIMUR","Tana Paser, Kalimantan Timur, 76251, Indonesia","(-1.8975521, 116.1972106, 0.0)",-1.8975521,116.1972106,0.0
2335,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2336,"LOMBOK BARAT,NUSA TENGGARA BARAT","Lombok Barat, Nusa Tenggara Barat, 83361, Indonesia","(-8.6718889, 116.122048, 0.0)",-8.6718889,116.122048,0.0
2337,"TANA TORAJA,SULAWESI SELATAN","Tana Toraja, Sulawesi Selatan, 91817, Indonesia","(-3.1169403, 119.6937644, 0.0)",-3.1169403,119.6937644,0.0
2338,"BANYUMAS,JAWA TENGAH","Banyumas, Jawa Tengah, Indonesia","(-7.45507165, 109.11674648495966, 0.0)",-7.45507165,109.11674648495966,0.0
2339,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2340,"LUWU,SULAWESI SELATAN","SMA Negeri 4 Luwu Utara, Jl. Trans Sulawesi, Bone Bone, Sulawesi Selatan, 92966, Indonesia","(-2.5959834, 120.5235734, 0.0)",-2.5959834,120.5235734,0.0
2341,"NGANJUK,JAWA TIMUR","Kantor Kecamatan Dander, Bojonegoro, Jawa Timur, Jalan Raya Nganjuk - Bojonegoro, Dander, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2505528, 111.8461202, 0.0)",-7.2505528,111.8461202,0.0
2342,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
2343,"PURBALINGGA,JAWA TENGAH","Purbalingga, Jawa Tengah, Indonesia","(-7.32733005, 109.39989874266684, 0.0)",-7.32733005,109.39989874266684,0.0
2344,"GARUT,JAWA BARAT","Garut, Jawa Barat, 44117, Indonesia","(-7.2162543, 107.9014912, 0.0)",-7.2162543,107.9014912,0.0
2345,"OGAN ILIR,SUMATERA SELATAN","Ogan Ilir, Sumatera Selatan, 30661, Indonesia","(-3.39816945, 104.65249983252004, 0.0)",-3.39816945,104.65249983252004,0.0
2346,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.13747567422602,0.0
2347,"LUWU UTARA,SULAWESI SELATAN","Luwu Utara, Sulawesi Selatan, Indonesia","(-2.5951257, 120.2562544, 0.0)",-2.5951257,120.2562544,0.0
2348,"KOTA JAKARTA TIMUR,DKI JAKARTA","Taman Kota Pondok Ranggon, Pondok Ranggon, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.353425550000001, 106.90747419804707, 0.0)",-6.353425550000001,106.90747419804707,0.0
2349,"MOROWALI UTARA,SULAWESI TENGAH","Morowali Utara, Sulawesi Tengah, 94971, Indonesia","(-1.8418842, 121.07716959122936, 0.0)",-1.8418842,121.07716959122936,0.0
2350,"LUWU UTARA,SULAWESI SELATAN","Luwu Utara, Sulawesi Selatan, Indonesia","(-2.5951257, 120.2562544, 0.0)",-2.5951257,120.2562544,0.0
2351,"DEMAK,JAWA TENGAH","Demak, Jawa Tengah, Indonesia","(-6.9229075, 110.63509725731818, 0.0)",-6.9229075,110.63509725731818,0.0
2352,"SUKOHARJO,JAWA TENGAH","Sukoharjo, Jawa Tengah, Indonesia","(-7.681572900000001, 110.86761323046875, 0.0)",-7.681572900000001,110.86761323046875,0.0
2353,"PESAWARAN,LAMPUNG","Pesawaran, Lampung, Indonesia","(-5.4559573, 105.08469101016075, 0.0)",-5.4559573,105.08469101016075,0.0
2354,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2355,"KOTA BANDAR LAMPUNG,LAMPUNG","Kupang Kota, Bandar Lampung, Lampung, 35401, Indonesia","(-5.4400196, 105.2622609, 0.0)",-5.4400196,105.2622609,0.0
2356,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.13747567422602,0.0
2357,"ACEH BARAT,ACEH","Aceh Barat, Aceh, 23651, Indonesia","(4.4422520500000005, 96.19298304718677, 0.0)",4.4422520500000005,96.19298304718677,0.0
2358,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2359,"KERINCI,JAMBI","Kerinci, Jambi, 37171, Indonesia","(-2.0633382, 101.60049438244093, 0.0)",-2.0633382,101.60049438244093,0.0
2360,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
2361,"KOTA PAGAR ALAM,SUMATERA SELATAN","Alun alun kota pagar alam, Jalan Kapten Sanap, Pagar Alam Utara, Pagar Alam, Sumatera Selatan, Indonesia","(-4.0119583, 103.2488304, 0.0)",-4.0119583,103.2488304,0.0
2362,"BANDUNG BARAT,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
2363,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2364,"NGANJUK,JAWA TIMUR","Kantor Kecamatan Dander, Bojonegoro, Jawa Timur, Jalan Raya Nganjuk - Bojonegoro, Dander, Bojonegoro, Jawa Timur, 62171, Indonesia","(-7.2505528, 111.8461202, 0.0)",-7.2505528,111.8461202,0.0
2365,"SITUBONDO,JAWA TIMUR","Situbondo, Jawa Timur, Indonesia","(-7.7067843, 114.0054142, 0.0)",-7.7067843,114.0054142,0.0
2366,"SEKADAU,KALIMANTAN BARAT","Sekadau, Kalimantan Barat, 79582, Indonesia","(0.0171923, 110.9290041681134, 0.0)",0.0171923,110.9290041681134,0.0
2367,"OGAN KOMERING ILIR,SUMATERA SELATAN","Ogan Komering Ilir, Sumatera Selatan, Indonesia","(-3.3284617, 105.39901143311313, 0.0)",-3.3284617,105.39901143311313,0.0
2368,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2369,"PENAJAM PASER UTARA,KALIMANTAN TIMUR","Kel. Penajam, Kalimantan Timur, 76141, Indonesia","(-1.2448547, 116.7759615, 0.0)",-1.2448547,116.7759615,0.0
2370,"BANYUASIN,SUMATERA SELATAN","Banyuasin, Sumatera Selatan, Indonesia","(-2.3938935499999996, 104.75480310405615, 0.0)",-2.3938935499999996,104.75480310405615,0.0
2371,"MOROWALI UTARA,SULAWESI TENGAH","Morowali Utara, Sulawesi Tengah, 94971, Indonesia","(-1.8418842, 121.07716959122936, 0.0)",-1.8418842,121.07716959122936,0.0
2372,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
2373,"BANDUNG BARAT,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
2374,"OGAN KOMERING ULU,SUMATERA SELATAN","Ogan Komering Ulu, Sumatera Selatan, Indonesia","(-4.1101012, 104.00828376734528, 0.0)",-4.1101012,104.00828376734528,0.0
2375,"JOMBANG,JAWA TIMUR","Jombang, Jawa Timur, 61417, Indonesia","(-7.5384528, 112.2379884, 0.0)",-7.5384528,112.2379884,0.0
2376,"SAROLANGUN,JAMBI","Sarolangun, Jambi, 37481, Indonesia","(-2.3312458, 102.62753289964513, 0.0)",-2.3312458,102.62753289964513,0.0
2377,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
2378,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2379,"KOTAWARINGIN BARAT,KALIMANTAN TENGAH","Kotawaringin Hulu, Kalimantan Tengah, Indonesia","(-2.4028117, 111.5327784, 0.0)",-2.4028117,111.5327784,0.0
2380,"WONOSOBO,JAWA TENGAH","Wonosobo, Jawa Tengah, Indonesia","(-7.39979995, 109.92096446847731, 0.0)",-7.39979995,109.92096446847731,0.0
2381,"PONOROGO,JAWA TIMUR","Ponorogo, Jawa Timur, Indonesia","(-7.97122665, 111.49889293326967, 0.0)",-7.97122665,111.49889293326967,0.0
2382,"CIREBON,JAWA BARAT","Cirebon, Jawa Barat, 45121, Indonesia","(-6.7137044, 108.5608483, 0.0)",-6.7137044,108.5608483,0.0
2383,"KEDIRI,JAWA TIMUR","Kediri, Jawa Timur, Indonesia","(-7.8057219, 112.16852174866582, 0.0)",-7.8057219,112.16852174866582,0.0
2384,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2385,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.0197176,110.3360514,0.0
2386,"SOLOK SELATAN,SUMATERA BARAT","Solok Selatan, Padang Aro, Sangir, Sumatera Barat, 27778, Indonesia","(-1.5573292, 101.239478, 0.0)",-1.5573292,101.239478,0.0
2387,"SUKABUMI,JAWA BARAT","Sukabumi, Jawa Barat, 43111, Indonesia","(-6.9199289, 106.9265095, 0.0)",-6.9199289,106.9265095,0.0
2388,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
2389,"PADANG PARIAMAN,SUMATERA BARAT","Padang Pariaman, Sulawesi Barat, Indonesia","(-2.96446, 119.3122747, 0.0)",-2.96446,119.3122747,0.0
2390,"AGAM,SUMATERA BARAT","Agam, Sumatera Barat, Indonesia","(-0.26590519999999995, 100.17423060823587, 0.0)",-0.26590519999999995,100.17423060823587,0.0
2391,"KOTA BITUNG,SULAWESI UTARA","Pintu Kota, Sulawesi Utara, Indonesia","(1.45528, 125.2554532, 0.0)",1.45528,125.2554532,0.0
2392,"PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN","Penukal Abab Lematang Ilir, Sumatera Selatan, Indonesia","(-3.21399505, 104.0076940890376, 0.0)",-3.21399505,104.0076940890376,0.0
2393,"WONOGIRI,JAWA TENGAH","Wonogiri, Jawa Tengah, Indonesia","(-7.9620507, 110.95757325155418, 0.0)",-7.9620507,110.95757325155418,0.0
2394,"MUARA ENIM,SUMATERA SELATAN","Muara Enim, Sumatera Selatan, Indonesia","(-3.84670675, 103.96157194770801, 0.0)",-3.84670675,103.96157194770801,0.0
2395,"BEKASI,JAWA BARAT","Jawa Barat, Jalan Gunung Salak, Kranji, Bekasi, Jawa Barat, 17144, Indonesia","(-6.24087, 106.98876, 0.0)",-6.24087,106.98876,0.0
2396,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
2397,"KOTA DEPOK,JAWA BARAT","Lapangan Balai Kota Depok, Bakti Jaya, Jawa Barat, Indonesia","(-6.393738750000001, 106.82169200545971, 0.0)",-6.393738750000001,106.82169200545971,0.0
2398,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.9884713457985,0.0
2399,"TANGERANG,BANTEN","Tangerang, Banten, Indonesia","(-6.1760311, 106.6384468, 0.0)",-6.1760311,106.6384468,0.0
2400,"SEMARANG,JAWA TENGAH","Semarang, Jawa Tengah, Indonesia","(-6.9903988, 110.4229104, 0.0)",-6.9903988,110.4229104,0.0
2401,"BALANGAN,KALIMANTAN SELATAN","Balangan, Kalimantan Selatan, Indonesia","(-2.28789725, 115.62054766845205, 0.0)",-2.28789725,115.62054766845205,0.0
2402,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.9884713457985,0.0
2403,"OGAN KOMERING ULU SELATAN,SUMATERA SELATAN","Ogan Komering Ulu Selatan, Sumatera Selatan, Indonesia","(-4.5702304, 103.92495365763118, 0.0)",-4.5702304,103.92495365763118,0.0
2404,"AGAM,SUMATERA BARAT","Agam, Sumatera Barat, Indonesia","(-0.26590519999999995, 100.17423060823587, 0.0)",-0.26590519999999995,100.17423060823587,0.0
2405,"OGAN KOMERING ULU TIMUR,SUMATERA SELATAN","Ogan Komering Ulu Timur, Sumatera Selatan, 32382, Indonesia","(-4.11600925, 104.55848109942238, 0.0)",-4.11600925,104.55848109942238,0.0
2406,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
2407,"SEKADAU,KALIMANTAN BARAT","Sekadau, Kalimantan Barat, 79582, Indonesia","(0.0171923, 110.9290041681134, 0.0)",0.0171923,110.9290041681134,0.0
2408,"GRESIK,JAWA TIMUR","Gresik, Jawa Timur, Indonesia","(-5.79334655, 112.6598223201143, 0.0)",-5.79334655,112.6598223201143,0.0
2409,"BANDUNG,JAWA BARAT","Jawa Barat, Cibiru, Cipadung Kidul, Panyileukan, Bandung, Jawa Barat, 40624, Indonesia","(-6.9342173, 107.7222573, 0.0)",-6.9342173,107.7222573,0.0
2410,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.5962986,106.7972421,0.0
2411,"PESAWARAN,LAMPUNG","Pesawaran, Lampung, Indonesia","(-5.4559573, 105.08469101016075, 0.0)",-5.4559573,105.08469101016075,0.0
2412,"PEMALANG,JAWA TENGAH","Pemalang, Jawa Tengah, 52361, Indonesia","(-6.8903574, 109.3806499, 0.0)",-6.8903574,109.3806499,0.0
2413,"LOMBOK TIMUR,NUSA TENGGARA BARAT","Lombok Timur, Nusa Tenggara Barat, 83659, Indonesia","(-8.6330934, 116.5587704, 0.0)",-8.6330934,116.5587704,0.0
2414,"BEKASI,JAWA BARAT","Jawa Barat, Jalan Gunung Salak, Kranji, Bekasi, Jawa Barat, 17144, Indonesia","(-6.24087, 106.98876, 0.0)",-6.24087,106.98876,0.0
2415,"BONDOWOSO,JAWA TIMUR","Bondowoso, Jawa Timur, Indonesia","(-7.9134402, 113.8222709, 0.0)",-7.9134402,113.8222709,0.0
2416,"LOMBOK TENGAH,NUSA TENGGARA BARAT","Kuta Lombok, Sade Sasak Village, Kabupaten Lombok Tengah, Nusa Tenggara Barat, 83573, Indonesia","(-8.8211527, 116.2941513, 0.0)",-8.8211527,116.2941513,0.0
2417,"PEMALANG,JAWA TENGAH","Pemalang, Jawa Tengah, 52361, Indonesia","(-6.8903574, 109.3806499, 0.0)",-6.8903574,109.3806499,0.0
2418,"LUMAJANG,JAWA TIMUR","Jln Desa Jatisari, Kecamatan Tempeh, Kabupaten Lumajang, Jawa Timur, Madurejo, Lumajang, Jawa Timur, 67371, Indonesia","(-8.1987244, 113.158427, 0.0)",-8.1987244,113.158427,0.0
2419,"SERANG,BANTEN","Serang, Banten, Indonesia","(-6.10549695, 105.9884713457985, 0.0)",-6.10549695,105.9884713457985,0.0
2420,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2421,"AGAM,SUMATERA BARAT","Agam, Sumatera Barat, Indonesia","(-0.26590519999999995, 100.17423060823587, 0.0)",-0.26590519999999995,100.17423060823587,0.0
2422,"KOTA YOGYAKARTA,DI YOGYAKARTA","Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia","(-7.8011945, 110.364917, 0.0)",-7.8011945,110.364917,0.0
2423,"SLEMAN,DI YOGYAKARTA","Sleman, Daerah Istimewa Yogyakarta, Indonesia","(-7.6894175, 110.38129042693123, 0.0)",-7.6894175,110.38129042693123,0.0
2424,"KENDAL,JAWA TENGAH","Kendal, Jawa Tengah, Indonesia","(-7.01909655, 110.13747567422602, 0.0)",-7.01909655,110.13747567422602,0.0
2425,"TEMANGGUNG,JAWA TENGAH","Temanggung, Jawa Tengah, Indonesia","(-7.3162377, 110.1754504, 0.0)",-7.3162377,110.1754504,0.0
2426,"BREBES,JAWA TENGAH","Brebes, Jawa Tengah, Indonesia","(-7.05207115, 108.88813597074842, 0.0)",-7.05207115,108.88813597074842,0.0
2427,"KOTA TARAKAN,KALIMANTAN UTARA","Hutan Kota Sawah Lunto - Skip, Pamusian, Tarakan, Kalimantan Utara, Indonesia","(3.3124409000000004, 117.60384451791393, 0.0)",3.3124409000000004,117.60384451791393,0.0
2428,"BANYUWANGI,JAWA TIMUR","Banyuwangi, Jawa Timur, Indonesia","(-8.2094973, 114.3737201, 0.0)",-8.2094973,114.3737201,0.0
2429,"WONOGIRI,JAWA TENGAH","Wonogiri, Jawa Tengah, Indonesia","(-7.9620507, 110.95757325155418, 0.0)",-7.9620507,110.95757325155418,0.0
2430,"SUMEDANG,JAWA BARAT","Sumedang, Jawa Barat, 45321, Indonesia","(-6.8592431, 107.9206982, 0.0)",-6.8592431,107.9206982,0.0
2431,"CILACAP,JAWA TENGAH","Cilacap, Jawa Tengah, Indonesia","(-7.46167105, 108.80461463117007, 0.0)",-7.46167105,108.80461463117007,0.0
2432,"SEMARANG,JAWA TENGAH","Semarang, Jawa Tengah, Indonesia","(-6.9903988, 110.4229104, 0.0)",-6.9903988,110.4229104,0.0
2433,"WONOGIRI,JAWA TENGAH","Wonogiri, Jawa Tengah, Indonesia","(-7.9620507, 110.95757325155418, 0.0)",-7.9620507,110.95757325155418,0.0
2434,"TELUK BINTUNI,PAPUA BARAT","Bintuni Barat, Papua Barat, Indonesia","(-2.0658102, 133.2455605, 0.0)",-2.0658102,133.2455605,0.0
2435,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.0197176,110.3360514,0.0
2436,"BANYUWANGI,JAWA TIMUR","Banyuwangi, Jawa Timur, Indonesia","(-8.2094973, 114.3737201, 0.0)",-8.2094973,114.3737201,0.0
2437,"KOTA SEMARANG,JAWA TENGAH","Gang Kelapa Gading, Wates, Ngaliyan, Kota Semarang, RW 01, Wates, Ngaliyan, Semarang, Jawa Tengah, 50189, Indonesia","(-7.0197176, 110.3360514, 0.0)",-7.0197176,110.3360514,0.0
2438,"SERAM BAGIAN BARAT,MALUKU","Seram Bagian Barat, Maluku, Indonesia","(-3.1642057, 128.48365583768998, 0.0)",-3.1642057,128.48365583768998,0.0
2439,"GORONTALO,GORONTALO","Gorontalo, 96114, Indonesia","(0.5384433, 123.0594971, 0.0)",0.5384433,123.0594971,0.0
2440,"WONOGIRI,JAWA TENGAH","Wonogiri, Jawa Tengah, Indonesia","(-7.9620507, 110.95757325155418, 0.0)",-7.9620507,110.95757325155418,0.0
